Sr No	StopCode	  StopName	LatLong	Type	Direction	Road Name	Depot	ROUTE 1	ROUTE 2	ROUTE 3	ROUTE 4	ROUTE 5	ROUTE 6	ROUTE 7	ROUTE 8	ROUTE 9	ROUTE 10	ROUTE 11	ROUTE 12	ROUTE 13	ROUTE 14	ROUTE 15	ROUTE 16	ROUTE 17	ROUTE 18	ROUTE 19	ROUTE 20	ROUTE 21	ROUTE 22	ROUTE 23	ROUTE 24	ROUTE 25	ROUTE 26	ROUTE 27	ROUTE 28	ROUTE 29	ROUTE 30
4014	10053	Blossom Society	19.1171207427978,72.88079833984375	Pole	Up	Military Road	Marol	3280	4340	4430	4460	3950	4981																								
4016	10055	Borosil Co.	19.1173648834228,72.8831558227539	Pole	Up	Military Road	Marol	3280	4340	4430	4460	3950	4981																								
4024	10063	Chakala	19.115229,72.858482	Shelter	Dn	Sir M.V. Road	Marol	0021	0390	1810	3120	3330	4031	4150	4340	4961	5451	4227																			
4027	10066	Chakala Cigarette Factory	19.1066131591796,72.8594970703125	Pole	Dn	Krishnamenon Rd.	Marol	0350	3080	3211	3380	3950																									
4028	10067	Chakala Cigarette Factory	19.1068859100341,72.859626770019531	Shelter	Up	Krishnamenon Rd.	Marol	0350	3080	3211	3380	3950	4354																								
4034	10073	Chandivli Junction	19.1111316680908,72.888298034667969	Shelter	Up	Baji Pasalkar Rd.	Marol	0251	3200	3230	4220	4240	4250	3821	3961	4091	4110	4190	4210	3981	4781	3190	3350	4260													
4037	10076	Chandivli Village	19.1141471862792,72.899139404296875	Pole	Up	Dr. B. Ambedkar Rd.	Marol	3230	3350	4091	4110	4190	4981																								
4040	10079	Chatrapati Shivaji Intl. Airport	19.0984306335449,72.876510620117188	Shelter	Up	Sahar Airport Road	Marol	0350	3080	3211	3650	3821	3950	4091																							
4041	10080	Chatrapati Shivaji Intl. Airport	19.0985527038574,72.87646484375	Shelter	Up	Sahar Airport Road	Marol	0350	3080	3211	3650	3821	3950	4091																							
4046	10085	Darpan Cinema 	19.114818572998,72.85455322265625	Shelter	Up	Sir Aliyavar Jung Rd.	Marol	0401	2250	4491	3091	3481	4881	4701																							
4047	10086	Dinanath Natya Gruh	19.0991668701171,72.8443603515625	Shelter	Dn	V. S. Khandekar Rd.	Marol	0021	0350	0390	3120	3220	3390	3211	3301	3741																					
4048	10087	Dinanath Natya Gruh	19.0991668701171,72.8443603515625	Shelter	Up	V. S. Khandekar Rd.	Marol	0021	0350	0390	3120	3220	3390	3211	3301	3741																					
4049	10088	Divine Child High School	19.1126155853271,72.864364624023438	Shelter	Up	Sir M.V. Road	Marol	1850	1860	2261	2901	3091	3240	3290	3350	3360	3490	3591	3881	3961	4100	4220	4250	4430	4440	4701	4881	5331									
4052	10091	Domestic Airport Junction	19.0977039337158,72.853668212890625	Shelter	Dn	Sir Aliyavar Jung Rd.	Marol	0401	1800	1810	3950	3481	4491	4141	4407	0027																					
4053	10092	Domestic Airport Junction	19.0943737030029,72.851646423339844	Pole	Dn	Sir Aliyavar Jung Rd.	Marol	0021	0350	0390	0401	3950	3481	1800	1810	4491	3741	3301	4141	3840	3120	3220	3211														
4054	10093	Domestic Airport Junction	19.0942153930664,72.851593017578125	Shelter	Up	Sir Aliyavar Jung Rd.	Marol	0401	1800	1810	3950	3481	4491	4141	4407	0027	0021	0350	0390	3741	4481	3220	3120	3211	3301	3840											
4059	10098	Dr. Datta Samant Chowk/Saki Naka	19.1053562164306,72.8853530883789	Shelter	Up	Sir M.V. Road	Marol	3080	3211	3360	3650	3821	4091	4220																							
4063	10102	Ekta Society	19.1065158843994,72.875198364257812	Shelter	Dn	Sahar Airport Road	Marol	0350	3080	3211	3650	3821	3950																								
4064	10103	Ekta Society	19.1067428588867,72.874908447265625	Shelter	Up	Sahar Airport Road	Marol	0350	3080	3211	3650	3821	3950	4091																							
4065	10104	Ganesh Pada	19.1208915710449,72.885658264160156	Pole	Dn	Military Road	Marol	3280	4340	4430	4460	3950																									
4068	10107	Garware Chowk	19.110453,19.110453	Shelter	Dn	S. N. Road	Marol	0021	3080	3120	3211	3301	3330	3380	3390	3741	4354																				
4070	10109	Garware Chowk	19.1093025207519,72.852157592773438	Pole	Dn	Subash Road	Marol	0350	0390																												
4071	10110	Garware Chowk	19.109270095825195,72.851997375488281	Pole	Up	Subash Road	Marol	0350	0390																												
4075	10114	Gokhale Bridge 	19.1150856018066,72.8497543334961	Shelter	Up	N. S. Phadke Road	Marol	1800	2901	3301	3591	4441	5331	3741	4220	3280	4240	4250	3360	3240	2250																
4076	10115	Gujarat Society/Dayaldas Rd.	19.0970096588134,72.851043701171875	Shelter	Dn	Nehru Road	Marol	3120	3211	3220	3301	3840	0021	0350	0390	3741																					
4077	10116	Gujarat Society/Dayaldas Rd.	19.096960067749,72.8508071899414	Shelter	Up	Nehru Road	Marol	3120	3211	3220	3301	3840	0021	0350	0390	3741																					
4078	10117	Guruprasad Society	19.1035423278808,72.849624633789062	Shelter	Dn	Hanuman Road	Marol	0021	0350	0390	3220	3390																									
4079	10118	Guruprasad Society	19.1035423278808,72.849624633789062	Shelter	Up	Hanuman Road	Marol	0021	0350	0390	3220	3390																									
4080	10119	Hanuman Road 	19.1038227081298,72.851409912109375	Shelter	Dn	Hanuman Road	Marol	0021	0350	0390	3220	3390																									
4082	10121	Hanuman Road 	19.1038227081298,72.851409912109375	Shelter	Up	Hanuman Road	Marol	0021	0350	0390	3390																										
4086	10125	Hanuman Society	19.1051406860351,72.852088928222656	Shelter	Dn	Subash Road	Marol	0021	0350	0390	3220	3390																									
4087	10126	Hanuman Society	19.1051406860351,72.852088928222656	Shelter	Up	Subash Road	Marol	0021	0350	0390	3220	3390																									
4088	10127	Hindustan Dorr Oliver	19.1120166778564,72.857612609863281	Shelter	Up	Dhakau Sawant Rd.	Marol	3320	3190	3360	4441	3400	3280	0390	1840	2901	1810	3240	3881	3591	5331	4220	4240	3120	4250												
4094	10133	Indian Oil	19.1028461456298,72.871231079101562	Shelter	Dn	Sahar Airport Road	Marol	0350	3080	3211	3650	3821	3950	4091																							
4095	10134	Indian Oil	19.1035556793212,72.871200561523438	Pole	Up	Sahar Airport Road	Marol	0350	3080	3211	3650	3821	3950	4091																							
4103	10142	J.B. Nagar 	19.111400604248,72.868980407714844	Shelter	Up	Sir M.V. Road	Marol	2261	3881	3490	4100	2901	3091	3240	3280	3360	3591	4220	4240	4250	4441	4701	4881	5331													
4113	10152	Jumbo Darshan	19.1137371063232,72.852531433105469	Shelter	Up	N. S. Phadke Road	Marol	1800	2901	3301	3591	4441	5331	3741	4220	3280	4240	4250	3360	3240	2250																
4117	10156	Kamani Oil Mills	19.1133022308349,72.890533447265625	Pole	Up	Br. B. Ambedkar Rd.	Marol	3190	3230	3350	4091	4110	4981	4210	4190																						
4135	10174	Mahila Sangh	19.1072788238525,72.851890563964844	Pole	Dn	Subash Road	Marol	0021	0350	0390	3220	3390																									
4136	10175	Mahila Sangh	19.1072788238525,72.851890563964844	Pole	Up	Subash Road	Marol	0021	0350	0390	3220	3390																									
4141	10180	Marol Depot 	19.1177101135253,72.864471435546875	Shelter	Dn	Lahuji Salve Rd.	Marol	0390	1810	3120	3490	3880	4031	4150	4227	4961	5451	4340	0021																		
4145	10184	Marol Maroshi Bus Stn.	19.0064296722412,72.821319580078125	Pole	Dn	Marol Maroshi Road	Marol	0350	3340	1860																											
4148	10187	Marol Maroshi Bus Stn.	19.1168613433837,72.879966735839844	Pole	Up	Marol Maroshi Road	Marol	0350	3340	1860																											
4152	10191	Marol Pipe Line	19.1104183197021,72.872482299804688	Shelter	Up	Sir M.V. Road	Marol	2901	3240	3280	3360	3591	4220	4240	4250	5331																					
4157	10196	Marol Village	19.1109981536865,72.87884521484375	Shelter	Dn	Marol Maroshi Road	Marol	0350	3240	3280	1860	3950																									
4161	10200	Mata Ramabai Ambedkar Chowk / Marol Naka	19.1096458435058,72.878402709960938	Shelter	Up	Marol Maroshi Road	Marol	0221	0350	1860	2901	3240	3260	3340	3410	3950	3981	4430	4460	4781																	
4165	10204	Mata Ramabai Ambedkar Chowk / Marol Naka	19.1085453033447,72.8776626586914	Shelter	Up	Sir M.V. Road	Marol	2261	2901	3091	3240	3280	3360	3591	4220	4240	4441	4701	5331	4250	4881																
4166	10205	Mata Ramabai Ambedkar Chowk / Marol Naka	19.1096458435058,72.878402709960938	Shelter	Up	Sir M.V. Road	Marol	0350	1840	1850	1860	3080	3190	3211	3290	3320	3400	3650	3821	3920	3961	4100	4430	3350	3950	3490	3881	4091									
4173	10212	Mittal Estate	19.1073265075683,72.880691528320312	Shelter	Up	Sir M.V. Road	Marol	4220	4240	4250	4441	3320	3400	3190	3290	3350																					
4185	10224	Nelco Co.	19.117029,72.862625	Pole	Dn	Mahakali Caves Road	Marol	0021	0390	1810	3120	3490	3880	4031	4150	4227	4961	5451	4340	3330	4100																
4189	10228	Oberoi Garden	19.1149578094482,72.8936767578125	Pole	Up	Dr. B. Ambedkar Rd.	Marol	3190	3230	3350	4091	4110	4981	4210	4190																						
4191	10230	P&T Colony	19.1034507751464,72.86199951171875	Shelter	Dn	Krishnamenon Rd.	Marol	0350	3080	3380	3950	4354																									
4192	10231	P&T Colony	19.1013622283935,72.863174438476562	Shelter	Dn	Krishnamenon Rd.	Marol	0350	3080	3211	3380	3950	4354																								
4198	10237	Parla Phatak	19.0960750579833,72.843780517578125	Shelter	Up	Azad Road 	Marol	3390	3840																												
4199	10238	Parle Tilak Vidyalaya	19.1033458709716,72.848403930664062	Shelter	Dn	Hanuman Road	Marol	0021	0350	0390	3220	3390																									
4200	10239	Parle Tilak Vidyalaya	19.1033458709716,72.848403930664062	Shelter	Up	Hanuman Road	Marol	0021	0350	0390	3220	3390																									
4201	10240	Parleshwar Mandir	19.1030845642089,72.845741271972656	Shelter	Dn	Hanuman Road	Marol	0021	0350	0390	3120	3220	3390	3211	3301	3741																					
4202	10241	Parleshwar Mandir	19.1030845642089,72.845741271972656	Shelter	Up	Hanuman Road	Marol	0021	0350	0390	3120	3220	3390	3211	3301	3741																					
4203	10242	Parleshwar Society	19.1057567596435,72.84674072265625	Shelter	Dn	Shahaji Raje Road	Marol	3120	3211	3741	3301																										
4204	10243	Parleshwar Society	19.1059551239013,72.846542358398438	Shelter	Up	Shahaji Raje Road	Marol	3120	3211	3741	3301																										
4205	10244	Parsi Wada	19.1087741851806,72.855606079101562	Shelter	Dn	Krishnamenon Rd.	Marol	0350	3080	3211	3330	3380	3950	4354																							
4206	10245	Parsi Wada	19.1089668273925,72.855941772460938	Shelter	Up	Krishnamenon Rd.	Marol	0350	3080	3211	3330	3380	3950	4354																							
4215	10254	Sahar Police Station 	19.1017017364501,72.876266479492188	Pole	Dn	Sahar Airport Road	Marol	0350	3080	3211	3650	3821	3950	4091																							
4216	10255	Sahar Police Station 	19.1016941070556,72.8763198852539	Pole	Up	Sahar Airport Road	Marol	0350	3080	3211	3650	3821	3950	4091																							
4219	10258	Sainath Nagar	19.1207542419433,72.87567138671875	Pole	Dn	C Cross Road	Marol	3340	4340	4981	2901																										
4220	10259	Sainath Nagar	19.1210746765136,72.875480651855469	Pole	Up	C Cross Road	Marol	3340	4340	4981	2901																										
4221	10260	Saki Naka	19.10489273071281,72.887069702148438	Shelter	Up	Baji Pasalkar Rd.	Marol	0251	3200	3230	4110	4260																									
4224	10263	Sambhaji Nagar 	19.1009502410888,72.854698181152344	Shelter	Dn	Sir Aliyavar Jung Rd.	Marol	0401	1800	1810	3950	4141	3481	4491																							
4225	10264	Sambhaji Nagar 	19.0996017456054,72.853805541992188	Shelter	Up	Sir Aliyavar Jung Rd.	Marol	0401	1800	1810	3950	4141	3481	4491																							
4229	10268	Sangharsh Nagar	19.108507156372,72.901321411132812	Pole	Up	Ch. Shivaji Road	Marol	3230	3350	4110	4190	4981																									
4236	10275	Shivaji Chowk	19.112165,72.849152	Pole	Dn	S. N. Road	Marol	0021	3080	3330	3380	3390	4354																								
4238	10277	Shivaji Chowk	19.1105136871337,72.8497543334961	Shelter	Dn	Shahaji Raje Road	Marol	3120	3211	3741	3301																										
4239	10278	Shivaji Chowk	19.1102695465087,72.849250793457031	Shelter	Up	Shahaji Raje Road	Marol	3120	3211	3741	3301																										
4243	10282	State Bank	19.1070938110351,72.888168334960938	Shelter	Up	Baji Pasalkar Rd.	Marol	0251	3200	3230	4220	4240	4250	3821	3961	4091	4110	4190	4210	3981	4781	3190	3350	4260													
4253	10292	Terminal Building No.1	19.0931663513183,72.852607727050781	Pole	Dn	Airport Road	Marol	3120	3211	3220	3301	3840																									
4254	10293	Terminal Building No.1	19.0933494567871,72.8557357788086	Pole	Up	Airport Road	Marol	3120	3211	3220	3301	3840																									
4255	10294	Terminal Building No.2	19.093557357788,72.855888366699219	Pole	Dn	Airport Road	Marol	3120	3211	3220	3301	3840																									
4256	10295	Terminal Building No.2	19.0932750701904,72.852714538574219	Pole	Up	Airport Road	Marol	3120	3211	3220	3301	3840																									
4261	10300	Vijay Nagar 	19.1202125549316,72.879287719726562	Pole	Up	Off Marol Maroshi Rd.	Marol	3340	4340	4981	2901																										
4263	10302	Vijay Nagar 	19.114187, 72.847626	Shelter	Dn	S. N. Road	Marol	0021	3080	3330	3380	3390	4354																								
4264	10303	Vijay Nagar 	19.1027603149414,72.866828918457031	Shelter	Up	S. N. Road	Marol	0021	3080	3330	3380	3390	4354																								
4265	10304	Vile Parle Police Station	19.0961380004882,72.8543701171875	Shelter	Up	Airport Road	Marol	3120	3211	3220	3301	3840																									
4266	10305	Vile Parle Station (E)	19.1006813049316,72.8447494506836	Shelter	Dn	Nehru Road	Marol	3120	3211	3220	3301	3840	0021	0350	0390	3741																					
4267	10306	Vile Parle Station (E)	19.0987434387207,72.8447036743164	Shelter	Up	Nehru Road	Marol	3120	3211	3220	3301	3840	0021	0350	0390	3741																					
4268	10307	Vile Parle Station (E)	19.1007461547851,72.844497680664062	Shelter	Up	V. S. Khandekar Rd.	Marol	0021	0350	0390	3120	3220	3390	3211	3301	3741																					
4273	10312	Ware House	19.1027126312255,72.8670425415039	Shelter	Dn	Sahar Airport Road	Marol	0350	3080	3211	3650	3821	3950	4091																							
4274	10313	Ware House	19.1031913757324,72.866767883300781	Shelter	Up	Sahar Airport Road	Marol	0350	3080	3211	3650	3821	3950	4091																							
4284	06010	Amar Brass Company	19.071953,72.865532	Shelter	DN	C.S.T.Road	Kurla	0370	0911	1810	2,130	3061	3,120	3,130	3132	3,180	3,220	3301	3,741	3,840	4330	4,491	5,071	5171													
4294	06020	BKC Telephone Exchange	19.0710678100585,72.872543334960938	Pole	DN	Kurla-Bkc Road	Kurla	0370	2,130	3,100	3,120	3130	3,132	3,741	BKC-2																						
4295	06021	Buddha Colony	19.073734,72.880173	Pole	DN	S.G. Barve Marg	Kurla	0370 	0620 	0911 	2,180	3091	3,100	3,130	3132	3,180	3,200	3250	3,260	3,301	3320	3,490	3,650	4460	6,310	6,320	BKC-2										
4296	06022	Buddha Colony	19.073734,72.880173	Pole	UP	S.G. Barve Marg	Kurla	0370	0620	0911	2,180	3091	3,100	3,130	3132	3,180	3,200	3250	3,260	3,301	3320	3,490	3,650	4460	6,310	6,320	BKC-2										
4299	06025	Chirag Nagar	19.0865840911865,72.897140502929688	Shelter	UP	Lalbahadur Shastri Marg	Kurla	0101	3050	3840	3,881	4290	4,881	5,071	5171	5,331																					
4302	06028	Chunabhatti Phatak	19.0589580535888,72.871505737304688	Shelter	UP	Lalbahadur Shastri Marg	Kurla	0071	0101	0171	0221	0251	0301	2,130	3020	3,050	3,120	3410	3,741	4,080	4110																
4319	06045	Gurunanak Nagar	19.0854759216308,72.893295288085938	Pole	UP	Lalbahadur Shastri Marg	Kurla	0071	0101	0301	3,020	3030	3,050	3,061	3840	3,881	4,080	4881	5,071	5,171	5331																
4329	06055	Indira Nagar	19.0820522308349,72.894332885742188	Shelter	UP	Kirol Marg	Kurla	0171	3080	3220	3,230	3360	4,260	4,330	6090																						
4332	06058	Jari mari	19.0936775207519,72.883056640625	Shelter	UP	Kurla-Andheri Road	Kurla	0221	3080	3091	3,250	3490	3,650	3,881	4881	5,331																					
4335	06061	Kalina	19.077785,72.861908	Shelter	DN	C.S.T.Road	Kurla	0370	0911																												
4336	06062	Kalina	19.077314376831,72.862251281738281	Shelter	DN	C.S.T.Road	Kurla	0370	0911	1810	2130	3061	3120	3130	3132	3220	3301	3741	3840	4330	4491	5071	5171														
4348	06074	Kamani	19.0852222442626,72.887130737304688	Shelter	UP	Lalbahadur Shastri Marg	Kurla	0101	3,050	3840	3,881	4881	5,071	5,171	5331																						
4350	06076	Kamani	19.0851898193359,72.885200500488281	Shelter	UP	Lalbahadur Shastri Marg	Kurla	0171	3080	3230	3,360	4260																									
4352	06078	Kapadia Nagar	19.075092,72.872673	Shelter	UP	C.S.T.Road	Kurla	0370 	0620 	0911 	2,180	3030	3,061	3,100	3120	3,130	3,132	3180	3,220	3,301	3840	4,330	5,071	5171	BKC-2	AS-3027											
4353	06079	Kapil Vastu Budha Vihar	19.0749893188476,72.86065673828125	Pole	DN	C.S.T.Road	Kurla	0370	0911	1810	2130	3061	3120	3130	3132	3220	3301	3840	4330	5071	5171																
4366	06092	Kurla Bus.Stn(W)	19.067274,72.878922	Pole	DN	S.G. Barve Marg	Kurla	0370																													
4378	06104	Kurla Depot	19.074987,72.878952	Pole	UP	C.S.T.Road	Kurla	0370 	0620 	0911 	2180	3030	3061	3100	3120	3130	3132	3180	3220	3301	3840	4330	5071	5171	BKC-2	AS-3027											
4380	06106	Kurla Depot	19.0748882293701,72.876739501953125	Pole	DN	Lalbahadur Shastri Marg	Kurla	3,020	3050	3410	4,080	4110																									
4382	06108	Kurla Depot	19.0753021240234,72.876693725585938	Shelter	UP	Lalbahadur Shastri Marg	Kurla	0370	0620	2,180	3100	3120	3,130	3180	4110																						
4385	06111	Kurla Depot	19.074987,72.878952	Pole	DN	S.G. Barve Marg	Kurla	0370	0620	0911	2,180	3091	3,100	3,130	3132	3,180	3,200	3250	3,260	3,301	3320	3,490	3,650	4460	BKC-2												
4389	06115	Kurla Market	19.070349,72.879128	Shelter	DN	S.G. Barve Marg	Kurla	0370 	0620 	0911 	2,180	3091	3,100	3,130	3132	3,180	3,200	3250	3,260	3,301	3320	3,490	3,650	4460	6,310	6,320	BKC-2										
4390	06116	Kurla Market	19.070349,72.879128	Shelter	UP	S.G. Barve Marg	Kurla	0370 	0620 	0911 	2180	3091	3100	3130	3132	3180	3200	3250	3260	3301	3320	3490	3650	4460	6310	6,320	BKC-2										
4393	06119	Kurla Post Office	19.0646877288818,72.8742904663086	Pole	UP	Lalbahadur Shastri Marg	Kurla	0221	0251	2130	3,120	3,410	3,741	4110																							
4394	06120	Kurla Rly.Stn(W)	19.067274,72.878922	Pole	DN	S.G. Barve Marg	Kurla	0370	0620	0911	2180	3091	3100	3130	3180	3200	3250	3260	3320	3490	3650	4460	BKC-2														
4400	06126	Maratha Colony	19.0732917785644,72.846504211425781	Shelter	DN	Sir Aliyavar Jung Marg	Kurla	0021	0350	0370	0390	0401	0911	1,800	3150	3,211	3,481	4141																			
4401	06127	Maratha Colony	19.0732917785644,72.846504211425781	Shelter	UP	Sir Aliyavar Jung Marg	Kurla	0021	0350	0370	0390	0401	0911	1,800	3150	3,211	3,481	4141																			
4406	06132	Metro Company	19.0738983154296,72.869377136230469	Shelter	DN	C.S.T.Road	Kurla	0370	0911	1810	2,130	3061	3,120	3,130	3132	3,180	3,220	3301	3,741	3,840	4330	4,491	5,071	5171													
4408	06134	Milan Subway	19.0899276733398,72.8434829711914	Shelter	DN	Sir Aliyavar Jung Marg	Kurla	0021	0350	0390	0401	1800	1,811	3,120	3211	3,220	3,301	3481	3,741	3,840	3950	4,141	4,491														
4409	06135	Milan Subway	19.0899276733398,72.8434829711914	Shelter	UP	Sir Aliyavar Jung Marg	Kurla	0021	0350	0390	0401	1800	1,810	3,120	3211	3,220	3,301	3481	3,741	3,840	3950	4,141	4,491														
4412	06138	Millitary Out Post	19.081022,72.858833	Pole	DN	C.S.T.Road	Kurla	0370	0911	1810	2,130	3061	3,110	3,120	3130	3,220	3,301	3741	3,840	4,130	4330	4,491	5,071	5171													
4414	06140	Mohammed Estate	19.0736923217773,72.871177673339844	Pole	DN	Guffar Khan Road	Kurla	0370	0620	1810	2,130	2180	3,030	3,100	3120	3,130	3,132	3180	3,741	4,491	BKC-2																
4420	06146	Mukund Company	19.0847759246826,72.888908386230469	Pole	UP	Raju Badekar Marg	Kurla	0171	3080	3230	3,360	4260																									
4422	06148	Nafa Company	19.071117401123,72.863006591796875	Shelter	DN	C.S.T.Road	Kurla	0370	0911	1810	2130	3061	3120	3130	3132	3180	3220	3301	3741	3840	4330	4491	5071	5171													
4426	06152	Narayan Nagar	19.0897712707519,72.916244506835938	Pole	UP	Lalbahadur Shastri Marg	Kurla	0071	0101	0301	3,020	3030	3,050	3,061	3840	3,881	4,080	4290	4,881	5,071	5171	5,331															
4430	06156	Nav Pada	19.0824298858642,72.8897933959961	Pole	UP	Raju Badekar Marg	Kurla	0171	3080	3230	3,360	4260																									
4432	06158	Navsena Gate	19.0825767517089,72.895782470703125	Shelter	UP	Kirol Marg	Kurla	0171	3080	3220	3,230	3360	4,260	4,330	6090																						
4433	06159	New Agree Pada	19.0871429443359,72.843955993652344	Shelter	DN	Sir Aliyavar Jung Marg	Kurla	0021	0350	0390	0401	1800	1,810	3120	3220	3,301	3481	3741	3,840	3950	4,491	A-0708Ex	A-0768Ex	A-0778Ex	C-0716Ex	AS-0027	AS-4407										
4434	06160	New Agree Pada	19.0871429443359,72.843955993652344	Shelter	UP	Sir Aliyavar Jung Marg	Kurla	0021	0350	0390	0401	1800	1810	3120	3211	3220	3301	3481	3741	3840	3950	4141	4401Ex	4481	4491	A-0708Ex	A-0768Ex	A-0778Ex	C-0726Ex	AS-0027	AS-4407						
4439	06165	Old Agra Road	19.0794296264648,72.879928588867188	Pole	UP	Lalbahadur Shastri Marg	Kurla	0071	0101	0301	3,020	3030	3050	3,061	3840	4080	5,071	5171																			
4442	06168	Parle Subway	19.0920352935791,72.845809936523438	Shelter	DN	Sir Aliyavar Jung Marg	Kurla	0021	0350	0390	0401	1800	1,810	3,120	3211	3,220	3,301	3481	3,741	3,840	3950	4,141	4,491														
4443	06169	Parle Subway	19.0920352935791,72.845809936523438	Shelter	UP	Sir Aliyavar Jung Marg	Kurla	0021	0350	0390	0401	1800	1,810	3,120	3211	3,220	3,301	3481	3,741	3,840	3950	4,141	4,491														
4447	06173	Post & Tele Colony	19.0819492340087,72.85784912109375	Shelter	DN	Santacruz Stn.Road	Kurla	0370	0911	1810	2,130	3110	3,120	3,130	3301	3,741	4,130	4491																			
4456	06182	S.T.Work Shop	19.0809059143066,72.890914916992188	Pole	UP	Kirol Marg	Kurla	0171	3080	3220	3,230	3360	4,260	4,330	6090																						
4473	06199	Sheetal Cinema	19.0819435119628,72.8816909790039	Shelter	UP	Lalbahadur Shastri Marg	Kurla	0071	0101	0301	3,020	3030	3,050	3,061	3840	4,080	5,071	5171	AS-3027																		
4484	06210	Vakola Bridge	19.080337524414,72.849555969238281	Shelter	UP	Jawaharlal Nehru Marg	Kurla	0370	0911	1810	3,120	3220	3,301	3,741	3840	4,491	6,184																				
4486	06212	Vakola Bridge	19.0802364349365,72.849433898925781	Shelter	DN	Santacruz Stn.Road	Kurla	0370	0911	3110	3130	3301	4130	6184																							
4490	06216	Vakola Masjid	19.081554,72.855171	Shelter	DN	Santacruz Stn.Road	Kurla	0370	0911	1810	2,130	3110	3,120	3,130	3220	3,840	4,130	4330																			
4492	06218	Vakola Pipeline	19.080846786499,72.852104187011719	Shelter	UP	Jawaharlal Nehru Marg	Kurla	0370	0911	1810	3,120	3220	3,301	3,741	3840	4,491																					
4494	06220	Vakola Police Station	19.0785503387451,72.846603393554688	Shelter	DN	Sir Aliyavar Jung Marg	Kurla	0021	0350	0390	0401	1800	1,810	3,120	3211	3,220	3,301	3741	3,840	3,950	4491																
4495	06221	Vakola Police Station	19.0785503387451,72.846603393554688	Shelter	DN	Sir Aliyavar Jung Marg	Kurla	0021	0350	0370	0390	0401	0911	3150	3,211	4,141																					
4497	06223	Vakola Police Station	19.0785503387451,72.846603393554688	Shelter	UP	Sir Aliyavar Jung Marg	Kurla	0021	0350	0370	0390	0401	0911	1,800	2190	3,110	3,150	3211	3,481	4,141																	
4499	06225	Vakola Police Station	19.083475112915,72.846603393554688	Shelter	UP	Sir Aliyavar Jung Marg	Kurla	0021	0350	0390	1,800	1810	3,120	3,211	3220	3,301	3,741	3840	3,950																		
4501	06227	Vidyanagari	19.0725650787353,72.861236572265625	Pole	DN	C.S.T.Road	Kurla	0370	0911	3061	3,130	3132	3,180	3,220	3301	3,840	4,330	5071	5,171																		
4519	06245	Vijay Print	19.1017398834228,72.8846435546875	Shelter	UP	Kurla-Andheri Road	Kurla	0221	3080	3,091	3260	3320	3,360	3410	3490	3,591	3650	3881	4,460	4881	5331																
4736	25003	A.K.Vaidya marg naka	19.1746597290039,72.860504150390625	Pole	Dn	Gen.A.K.Vaidya Marg	Dindoshi	401	2250	3481	4491	4601	4481	7181																							
4737	25004	A.K.Vaidya marg naka	19.1745376586914,72.8614730834961	Shelter	Dn	Gen.A.K.Vaidya Marg	Dindoshi	401	2250	3260	3481	3981	4491	4601	5231	4881	5251	5257																			
4739	25005	Gen A.K. Vaidya Marg Junction	19.174753,72.860481	Shelter	Dn	Gen AK Vaidya Marg 	Dindoshi	646																													
4740	25006	A.K.Vaidya marg naka	19.1745700836181,72.861419677734375	pole	Up	Gen.A.K.Vaidya Marg	Dindoshi	401	2250	3450	3481	4491	4601	4481	7181																						
4741	25006	Gen A.K. Vaidya Marg Junction	19.174753,72.860481	Shelter	Up	Gen AK Vaidya Marg 	Dindoshi	646																													
4742	25007	A.K.Vaidya marg naka	19.1745700836181,72.861419677734375	Shelter	Up	Gen.A.K.Vaidya Marg	Dindoshi	401	2250	3481	3981	4481	4491	4601	4560	3260	3270	3430	3444	3460	3450	3490	4540	4881	5231	5251	5257										
4760	25025	Alika Nagar	19.1976623535156,72.87261962890625	Shelter	Up	Lokhandwala Marg	Dindoshi	2884	7085																												
4772	25037	Ban Dongari	19.1988563537597,72.8606948852539	Shelter	Up	Sir Aliyavar Jung Marg	Dindoshi	2250	2261	3091	3481	708	4491	5247	4611	4911	4891	4981	4641	4481	716	726	606	4701	4781												
4776	25041	Bimbisar nagar	19.1462707519531,72.855659484863281	Shelter	Up	Sir Aliyavar Jung Marg	Dindoshi	401	3481	2250	4491	5231	2261	4611	4981	5241	3091	4911	4881	4591	5251	7061	4691	3887	4617	5247	5257										
4786	25051	Damu Nagar Ext.	19.2044410705566,72.878448486328125	Shelter	Dn	Akurli Road	Dindoshi	2820																													
4787	25052	Damu Nagar Ext.	19.2045879364013,72.878334045410156	pole	Up	Akurli Road	Dindoshi	2820																													
4788	25053	Damu Nagar/ Mayur Market	19.2012004852294,72.878898620605469	pole	Dn	Akurli Road	Dindoshi	2820																													
4789	25054	Damu Nagar/ Mayur Market	19.2010135650634,72.878746032714844	pole	Up	Akurli Road	Dindoshi	2820																													
4793	25058	Dindoshi Bus Station	19.1761074066162,72.865608215332031	Shelter	Dn	Gen.A.K.Vaidya Marg	Dindoshi	401	3481	4481	2250	4491	4881																								
4795	25060	Dindoshi Bus Station	19.17600440979,72.865341186523438	Shelter	Up	Gen.A.K.Vaidya Marg	Dindoshi	401	4481	4491	4601	3481	2250	7181																							
4797	25061	Dindoshi Bus Stn	19.175709,72.865646	Shelter	Dn	Gen AK Vaidya Marg 	Dindoshi	646																													
